noun_id,page_index,category,category_name,head,reason,file,classification_method
"782","1190","B08-NAT","Nature & Element","head-lightning-bolt","代表画像を目視確認した主要頭部モチーフ: lightning-bolt","B08-NAT__Nature_&_Element/noun-0782__head-lightning-bolt.png","visual audit of representative image for each of 258 head types"
"781","1191","B08-NAT","Nature & Element","head-mountain-snowcap","代表画像を目視確認した主要頭部モチーフ: mountain-snowcap","B08-NAT__Nature_&_Element/noun-0781__head-mountain-snowcap.png","visual audit of representative image for each of 258 head types"
"780","1192","B05-MEC","Machine","head-ufo","代表画像を目視確認した主要頭部モチーフ: ufo","B05-MEC__Machine/noun-0780__head-ufo.png","visual audit of representative image for each of 258 head types"
"779","1193","B02-FAU","Fauna","head-frog","代表画像を目視確認した主要頭部モチーフ: frog","B02-FAU__Fauna/noun-0779__head-frog.png","visual audit of representative image for each of 258 head types"
"778","1194","B02-FAU","Fauna","head-frog","代表画像を目視確認した主要頭部モチーフ: frog","B02-FAU__Fauna/noun-0778__head-frog.png","visual audit of representative image for each of 258 head types"
"777","1195","B06-OBJ","Artifact & Architecture","head-gavel","代表画像を目視確認した主要頭部モチーフ: gavel","B06-OBJ__Artifact_&_Architecture/noun-0777__head-gavel.png","visual audit of representative image for each of 258 head types"
"776","1196","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-0776__head-queencrown.png","visual audit of representative image for each of 258 head types"
"775","1197","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-0775__head-ducky.png","visual audit of representative image for each of 258 head types"
"774","1198","B07-MAT","Material & Mineral","head-cottonball","代表画像を目視確認した主要頭部モチーフ: cottonball","B07-MAT__Material_&_Mineral/noun-0774__head-cottonball.png","visual audit of representative image for each of 258 head types"
"773","1199","B02-FAU","Fauna","head-frog","代表画像を目視確認した主要頭部モチーフ: frog","B02-FAU__Fauna/noun-0773__head-frog.png","visual audit of representative image for each of 258 head types"
"772","1200","B05-MEC","Machine","head-toaster","代表画像を目視確認した主要頭部モチーフ: toaster","B05-MEC__Machine/noun-0772__head-toaster.png","visual audit of representative image for each of 258 head types"
"771","1201","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-0771__head-mug.png","visual audit of representative image for each of 258 head types"
"770","1202","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0770__head-saturn.png","visual audit of representative image for each of 258 head types"
"769","1203","B05-MEC","Machine","head-console-handheld","代表画像を目視確認した主要頭部モチーフ: console-handheld","B05-MEC__Machine/noun-0769__head-console-handheld.png","visual audit of representative image for each of 258 head types"
"768","1204","B03-FLO","Flora & Fungi","head-peyote","代表画像を目視確認した主要頭部モチーフ: peyote","B03-FLO__Flora_&_Fungi/noun-0768__head-peyote.png","visual audit of representative image for each of 258 head types"
"767","1205","B06-OBJ","Artifact & Architecture","head-treasurechest","代表画像を目視確認した主要頭部モチーフ: treasurechest","B06-OBJ__Artifact_&_Architecture/noun-0767__head-treasurechest.png","visual audit of representative image for each of 258 head types"
"766","1206","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-0766__head-cat.png","visual audit of representative image for each of 258 head types"
"765","1207","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0765__head-saturn.png","visual audit of representative image for each of 258 head types"
"764","1208","B02-FAU","Fauna","head-moose","代表画像を目視確認した主要頭部モチーフ: moose","B02-FAU__Fauna/noun-0764__head-moose.png","visual audit of representative image for each of 258 head types"
"763","1209","B03-FLO","Flora & Fungi","head-peyote","代表画像を目視確認した主要頭部モチーフ: peyote","B03-FLO__Flora_&_Fungi/noun-0763__head-peyote.png","visual audit of representative image for each of 258 head types"
"762","1210","B03-FLO","Flora & Fungi","head-fir","代表画像を目視確認した主要頭部モチーフ: fir","B03-FLO__Flora_&_Fungi/noun-0762__head-fir.png","visual audit of representative image for each of 258 head types"
"761","1211","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-0761__head-queencrown.png","visual audit of representative image for each of 258 head types"
"760","1212","B04-CUL","Culinary","head-doughnut","代表画像を目視確認した主要頭部モチーフ: doughnut","B04-CUL__Culinary/noun-0760__head-doughnut.png","visual audit of representative image for each of 258 head types"
"759","1213","B06-OBJ","Artifact & Architecture","head-pipe","代表画像を目視確認した主要頭部モチーフ: pipe","B06-OBJ__Artifact_&_Architecture/noun-0759__head-pipe.png","visual audit of representative image for each of 258 head types"
"758","1214","B02-FAU","Fauna","head-panda","代表画像を目視確認した主要頭部モチーフ: panda","B02-FAU__Fauna/noun-0758__head-panda.png","visual audit of representative image for each of 258 head types"
"757","1215","B05-MEC","Machine","head-turing","代表画像を目視確認した主要頭部モチーフ: turing","B05-MEC__Machine/noun-0757__head-turing.png","visual audit of representative image for each of 258 head types"
"756","1216","B04-CUL","Culinary","head-potato","代表画像を目視確認した主要頭部モチーフ: potato","B04-CUL__Culinary/noun-0756__head-potato.png","visual audit of representative image for each of 258 head types"
"755","1217","B04-CUL","Culinary","head-cheese","代表画像を目視確認した主要頭部モチーフ: cheese","B04-CUL__Culinary/noun-0755__head-cheese.png","visual audit of representative image for each of 258 head types"
"754","1218","B05-MEC","Machine","head-crt-bsod","代表画像を目視確認した主要頭部モチーフ: crt-bsod","B05-MEC__Machine/noun-0754__head-crt-bsod.png","visual audit of representative image for each of 258 head types"
"753","1219","B05-MEC","Machine","head-bomb","代表画像を目視確認した主要頭部モチーフ: bomb","B05-MEC__Machine/noun-0753__head-bomb.png","visual audit of representative image for each of 258 head types"
"752","1220","B06-OBJ","Artifact & Architecture","head-dictionary","代表画像を目視確認した主要頭部モチーフ: dictionary","B06-OBJ__Artifact_&_Architecture/noun-0752__head-dictionary.png","visual audit of representative image for each of 258 head types"
"751","1221","B10-ANO","Secret Anomaly","head-undead","代表画像を目視確認した主要頭部モチーフ: undead","B10-ANO__Secret_Anomaly/noun-0751__head-undead.png","visual audit of representative image for each of 258 head types"
"750","1222","B02-FAU","Fauna","head-goat","代表画像を目視確認した主要頭部モチーフ: goat","B02-FAU__Fauna/noun-0750__head-goat.png","visual audit of representative image for each of 258 head types"
"749","1223","B02-FAU","Fauna","head-aardvark","代表画像を目視確認した主要頭部モチーフ: aardvark","B02-FAU__Fauna/noun-0749__head-aardvark.png","visual audit of representative image for each of 258 head types"
"748","1224","B04-CUL","Culinary","head-cherry","代表画像を目視確認した主要頭部モチーフ: cherry","B04-CUL__Culinary/noun-0748__head-cherry.png","visual audit of representative image for each of 258 head types"
"747","1225","B06-OBJ","Artifact & Architecture","head-weight","代表画像を目視確認した主要頭部モチーフ: weight","B06-OBJ__Artifact_&_Architecture/noun-0747__head-weight.png","visual audit of representative image for each of 258 head types"
"746","1226","B08-NAT","Nature & Element","head-lightning-bolt","代表画像を目視確認した主要頭部モチーフ: lightning-bolt","B08-NAT__Nature_&_Element/noun-0746__head-lightning-bolt.png","visual audit of representative image for each of 258 head types"
"745","1227","B10-ANO","Secret Anomaly","head-ghost-B","代表画像を目視確認した主要頭部モチーフ: ghost-B","B10-ANO__Secret_Anomaly/noun-0745__head-ghost-B.png","visual audit of representative image for each of 258 head types"
"744","1228","B08-NAT","Nature & Element","head-moon","代表画像を目視確認した主要頭部モチーフ: moon","B08-NAT__Nature_&_Element/noun-0744__head-moon.png","visual audit of representative image for each of 258 head types"
"743","1229","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0743__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"742","1230","B06-OBJ","Artifact & Architecture","head-factory-dark","代表画像を目視確認した主要頭部モチーフ: factory-dark","B06-OBJ__Artifact_&_Architecture/noun-0742__head-factory-dark.png","visual audit of representative image for each of 258 head types"
"741","1231","B03-FLO","Flora & Fungi","head-clover","代表画像を目視確認した主要頭部モチーフ: clover","B03-FLO__Flora_&_Fungi/noun-0741__head-clover.png","visual audit of representative image for each of 258 head types"
"740","1232","B05-MEC","Machine","head-cordlessphone","代表画像を目視確認した主要頭部モチーフ: cordlessphone","B05-MEC__Machine/noun-0740__head-cordlessphone.png","visual audit of representative image for each of 258 head types"
"739","1233","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-0739__head-mug.png","visual audit of representative image for each of 258 head types"
"738","1234","B05-MEC","Machine","head-helicopter","代表画像を目視確認した主要頭部モチーフ: helicopter","B05-MEC__Machine/noun-0738__head-helicopter.png","visual audit of representative image for each of 258 head types"
"737","1235","B06-OBJ","Artifact & Architecture","head-lipstick2","代表画像を目視確認した主要頭部モチーフ: lipstick2","B06-OBJ__Artifact_&_Architecture/noun-0737__head-lipstick2.png","visual audit of representative image for each of 258 head types"
"736","1236","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-0736__head-ketchup.png","visual audit of representative image for each of 258 head types"
